gauntlet: agent@engine vs agent@checkpoints/item5 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=1500 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   133s      mean=0.500 LLR=+0.00 [CONTINUE]
 628 games  +172 =281 -175   -2 Elo +/- 20   3fold=217 (35%)   6780s      mean=0.498 LLR=-0.43 [CONTINUE]
 629 games  +173 =281 -175   -1 Elo +/- 20   3fold=217 (34%)   6794s      mean=0.498 LLR=-0.38 [CONTINUE]
 630 games  +174 =281 -175   -1 Elo +/- 20   3fold=217 (34%)   6804s      mean=0.499 LLR=-0.34 [CONTINUE]
 631 games  +174 =282 -175   -1 Elo +/- 20   3fold=218 (35%)   6806s      mean=0.499 LLR=-0.34 [CONTINUE]
 632 games  +175 =282 -175   -0 Elo +/- 20   3fold=218 (34%)   6830s      mean=0.500 LLR=-0.30 [CONTINUE]
 633 games  +175 =282 -176   -1 Elo +/- 20   3fold=218 (34%)   6836s      mean=0.499 LLR=-0.34 [CONTINUE]
 634 games  +175 =283 -176   -1 Elo +/- 20   3fold=219 (35%)   6838s      mean=0.499 LLR=-0.35 [CONTINUE]
 635 games  +176 =283 -176   -0 Elo +/- 20   3fold=219 (34%)   6861s      mean=0.500 LLR=-0.30 [CONTINUE]
 636 games  +176 =284 -176   -0 Elo +/- 20   3fold=220 (35%)   6861s      mean=0.500 LLR=-0.30 [CONTINUE]
 637 games  +176 =284 -177   -1 Elo +/- 20   3fold=220 (35%)   6867s      mean=0.499 LLR=-0.35 [CONTINUE]
 638 games  +176 =285 -177   -1 Elo +/- 20   3fold=220 (34%)   6888s      mean=0.499 LLR=-0.35 [CONTINUE]
 639 games  +176 =285 -178   -1 Elo +/- 20   3fold=220 (34%)   6894s      mean=0.498 LLR=-0.39 [CONTINUE]
 640 games  +177 =285 -178   -1 Elo +/- 20   3fold=220 (34%)   6895s      mean=0.499 LLR=-0.35 [CONTINUE]
 641 games  +177 =285 -179   -1 Elo +/- 20   3fold=220 (34%)   6922s      mean=0.498 LLR=-0.39 [CONTINUE]
 642 games  +177 =286 -179   -1 Elo +/- 20   3fold=221 (34%)   6923s      mean=0.498 LLR=-0.39 [CONTINUE]
 643 games  +178 =286 -179   -1 Elo +/- 20   3fold=221 (34%)   6926s      mean=0.499 LLR=-0.35 [CONTINUE]
 644 games  +179 =286 -179   -0 Elo +/- 20   3fold=221 (34%)   6953s      mean=0.500 LLR=-0.31 [CONTINUE]
 645 games  +180 =286 -179   +1 Elo +/- 20   3fold=221 (34%)   6954s      mean=0.501 LLR=-0.27 [CONTINUE]
 646 games  +181 =286 -179   +1 Elo +/- 20   3fold=221 (34%)   6956s      mean=0.502 LLR=-0.22 [CONTINUE]
 647 games  +181 =287 -179   +1 Elo +/- 20   3fold=222 (34%)   6979s      mean=0.502 LLR=-0.23 [CONTINUE]
 648 games  +181 =288 -179   +1 Elo +/- 20   3fold=223 (34%)   6982s      mean=0.502 LLR=-0.23 [CONTINUE]
 649 games  +181 =289 -179   +1 Elo +/- 20   3fold=224 (35%)   6987s      mean=0.502 LLR=-0.23 [CONTINUE]
 650 games  +182 =289 -179   +2 Elo +/- 20   3fold=224 (34%)   7014s      mean=0.502 LLR=-0.19 [CONTINUE]
 651 games  +182 =289 -180   +1 Elo +/- 20   3fold=224 (34%)   7015s      mean=0.502 LLR=-0.23 [CONTINUE]
 652 games  +182 =290 -180   +1 Elo +/- 20   3fold=224 (34%)   7018s      mean=0.502 LLR=-0.23 [CONTINUE]
 653 games  +182 =291 -180   +1 Elo +/- 20   3fold=225 (34%)   7039s      mean=0.502 LLR=-0.23 [CONTINUE]
 654 games  +183 =291 -180   +2 Elo +/- 20   3fold=225 (34%)   7049s      mean=0.502 LLR=-0.19 [CONTINUE]
 655 games  +184 =291 -180   +2 Elo +/- 20   3fold=225 (34%)   7050s      mean=0.503 LLR=-0.15 [CONTINUE]
 656 games  +184 =291 -181   +2 Elo +/- 20   3fold=225 (34%)   7074s      mean=0.502 LLR=-0.19 [CONTINUE]
 657 games  +184 =292 -181   +2 Elo +/- 20   3fold=226 (34%)   7081s      mean=0.502 LLR=-0.19 [CONTINUE]
 658 games  +184 =292 -182   +1 Elo +/- 20   3fold=226 (34%)   7082s      mean=0.502 LLR=-0.23 [CONTINUE]
 659 games  +185 =292 -182   +2 Elo +/- 20   3fold=226 (34%)   7108s      mean=0.502 LLR=-0.19 [CONTINUE]
 660 games  +185 =292 -183   +1 Elo +/- 20   3fold=226 (34%)   7110s      mean=0.502 LLR=-0.23 [CONTINUE]
 661 games  +186 =292 -183   +2 Elo +/- 20   3fold=226 (34%)   7114s      mean=0.502 LLR=-0.19 [CONTINUE]
 662 games  +187 =292 -183   +2 Elo +/- 20   3fold=226 (34%)   7139s      mean=0.503 LLR=-0.15 [CONTINUE]
 663 games  +187 =293 -183   +2 Elo +/- 20   3fold=227 (34%)   7141s      mean=0.503 LLR=-0.15 [CONTINUE]
 664 games  +187 =294 -183   +2 Elo +/- 20   3fold=227 (34%)   7147s      mean=0.503 LLR=-0.15 [CONTINUE]
 665 games  +187 =294 -184   +2 Elo +/- 20   3fold=227 (34%)   7171s      mean=0.502 LLR=-0.19 [CONTINUE]
 666 games  +187 =294 -185   +1 Elo +/- 20   3fold=227 (34%)   7173s      mean=0.502 LLR=-0.23 [CONTINUE]
 667 games  +187 =295 -185   +1 Elo +/- 20   3fold=227 (34%)   7181s      mean=0.501 LLR=-0.23 [CONTINUE]
 668 games  +187 =296 -185   +1 Elo +/- 20   3fold=228 (34%)   7198s      mean=0.501 LLR=-0.24 [CONTINUE]
 669 games  +187 =296 -186   +1 Elo +/- 20   3fold=228 (34%)   7202s      mean=0.501 LLR=-0.28 [CONTINUE]
 670 games  +187 =297 -186   +1 Elo +/- 20   3fold=228 (34%)   7214s      mean=0.501 LLR=-0.28 [CONTINUE]
 671 games  +187 =297 -187   -0 Elo +/- 20   3fold=228 (34%)   7230s      mean=0.500 LLR=-0.32 [CONTINUE]
 672 games  +187 =298 -187   -0 Elo +/- 20   3fold=228 (34%)   7231s      mean=0.500 LLR=-0.32 [CONTINUE]
 673 games  +188 =298 -187   +1 Elo +/- 20   3fold=228 (34%)   7246s      mean=0.501 LLR=-0.28 [CONTINUE]
 674 games  +188 =299 -187   +1 Elo +/- 20   3fold=229 (34%)   7259s      mean=0.501 LLR=-0.28 [CONTINUE]
 675 games  +188 =299 -188   -0 Elo +/- 20   3fold=229 (34%)   7263s      mean=0.500 LLR=-0.32 [CONTINUE]
 676 games  +188 =300 -188   -0 Elo +/- 20   3fold=230 (34%)   7279s      mean=0.500 LLR=-0.32 [CONTINUE]
 677 games  +189 =300 -188   +1 Elo +/- 20   3fold=230 (34%)   7291s      mean=0.501 LLR=-0.28 [CONTINUE]
 678 games  +189 =301 -188   +1 Elo +/- 20   3fold=231 (34%)   7292s      mean=0.501 LLR=-0.28 [CONTINUE]
 679 games  +189 =301 -189   -0 Elo +/- 20   3fold=231 (34%)   7315s      mean=0.500 LLR=-0.32 [CONTINUE]
 680 games  +189 =301 -190   -1 Elo +/- 20   3fold=231 (34%)   7321s      mean=0.499 LLR=-0.36 [CONTINUE]
 681 games  +189 =301 -191   -1 Elo +/- 20   3fold=231 (34%)   7323s      mean=0.499 LLR=-0.41 [CONTINUE]
 682 games  +189 =302 -191   -1 Elo +/- 19   3fold=232 (34%)   7342s      mean=0.499 LLR=-0.41 [CONTINUE]
 683 games  +189 =302 -192   -2 Elo +/- 19   3fold=232 (34%)   7344s      mean=0.498 LLR=-0.45 [CONTINUE]
 684 games  +190 =302 -192   -1 Elo +/- 19   3fold=232 (34%)   7351s      mean=0.499 LLR=-0.41 [CONTINUE]
 685 games  +190 =302 -193   -2 Elo +/- 19   3fold=232 (34%)   7376s      mean=0.498 LLR=-0.45 [CONTINUE]
 686 games  +190 =302 -194   -2 Elo +/- 19   3fold=232 (34%)   7379s      mean=0.497 LLR=-0.49 [CONTINUE]
 687 games  +190 =303 -194   -2 Elo +/- 19   3fold=232 (34%)   7393s      mean=0.497 LLR=-0.49 [CONTINUE]
 688 games  +190 =304 -194   -2 Elo +/- 19   3fold=233 (34%)   7402s      mean=0.497 LLR=-0.49 [CONTINUE]
 689 games  +190 =305 -194   -2 Elo +/- 19   3fold=233 (34%)   7411s      mean=0.497 LLR=-0.49 [CONTINUE]
 690 games  +190 =305 -195   -3 Elo +/- 19   3fold=233 (34%)   7425s      mean=0.496 LLR=-0.53 [CONTINUE]
 691 games  +191 =305 -195   -2 Elo +/- 19   3fold=233 (34%)   7438s      mean=0.497 LLR=-0.49 [CONTINUE]
 692 games  +191 =305 -196   -3 Elo +/- 19   3fold=233 (34%)   7441s      mean=0.496 LLR=-0.53 [CONTINUE]
 693 games  +192 =305 -196   -2 Elo +/- 19   3fold=233 (34%)   7457s      mean=0.497 LLR=-0.49 [CONTINUE]
 694 games  +193 =305 -196   -2 Elo +/- 19   3fold=233 (34%)   7470s      mean=0.498 LLR=-0.45 [CONTINUE]
 695 games  +194 =305 -196   -1 Elo +/- 19   3fold=233 (34%)   7476s      mean=0.499 LLR=-0.41 [CONTINUE]
 696 games  +194 =306 -196   -1 Elo +/- 19   3fold=234 (34%)   7483s      mean=0.499 LLR=-0.41 [CONTINUE]
 697 games  +195 =306 -196   -0 Elo +/- 19   3fold=234 (34%)   7497s      mean=0.499 LLR=-0.37 [CONTINUE]
 698 games  +195 =307 -196   -0 Elo +/- 19   3fold=234 (34%)   7513s      mean=0.499 LLR=-0.37 [CONTINUE]
 699 games  +195 =308 -196   -0 Elo +/- 19   3fold=235 (34%)   7514s      mean=0.499 LLR=-0.37 [CONTINUE]
 700 games  +196 =308 -196   -0 Elo +/- 19   3fold=235 (34%)   7527s      mean=0.500 LLR=-0.33 [CONTINUE]
 701 games  +197 =308 -196   +0 Elo +/- 19   3fold=235 (34%)   7546s      mean=0.501 LLR=-0.29 [CONTINUE]
 702 games  +198 =308 -196   +1 Elo +/- 19   3fold=235 (33%)   7548s      mean=0.501 LLR=-0.25 [CONTINUE]
 703 games  +199 =308 -196   +1 Elo +/- 19   3fold=235 (33%)   7556s      mean=0.502 LLR=-0.21 [CONTINUE]
 704 games  +199 =308 -197   +1 Elo +/- 19   3fold=235 (33%)   7580s      mean=0.501 LLR=-0.25 [CONTINUE]
 705 games  +199 =308 -198   +0 Elo +/- 19   3fold=235 (33%)   7580s      mean=0.501 LLR=-0.29 [CONTINUE]
 706 games  +199 =309 -198   +0 Elo +/- 19   3fold=236 (33%)   7583s      mean=0.501 LLR=-0.29 [CONTINUE]
 707 games  +199 =310 -198   +0 Elo +/- 19   3fold=237 (34%)   7606s      mean=0.501 LLR=-0.29 [CONTINUE]
 708 games  +199 =311 -198   +0 Elo +/- 19   3fold=238 (34%)   7612s      mean=0.501 LLR=-0.29 [CONTINUE]
 709 games  +199 =312 -198   +0 Elo +/- 19   3fold=238 (34%)   7625s      mean=0.501 LLR=-0.29 [CONTINUE]
 710 games  +199 =313 -198   +0 Elo +/- 19   3fold=239 (34%)   7636s      mean=0.501 LLR=-0.30 [CONTINUE]
 711 games  +200 =313 -198   +1 Elo +/- 19   3fold=239 (34%)   7644s      mean=0.501 LLR=-0.25 [CONTINUE]
 712 games  +200 =314 -198   +1 Elo +/- 19   3fold=240 (34%)   7652s      mean=0.501 LLR=-0.26 [CONTINUE]
 713 games  +201 =314 -198   +1 Elo +/- 19   3fold=240 (34%)   7666s      mean=0.502 LLR=-0.21 [CONTINUE]
 714 games  +201 =314 -199   +1 Elo +/- 19   3fold=240 (34%)   7676s      mean=0.501 LLR=-0.26 [CONTINUE]
 715 games  +201 =315 -199   +1 Elo +/- 19   3fold=241 (34%)   7682s      mean=0.501 LLR=-0.26 [CONTINUE]
 716 games  +201 =316 -199   +1 Elo +/- 19   3fold=241 (34%)   7695s      mean=0.501 LLR=-0.26 [CONTINUE]
 717 games  +201 =317 -199   +1 Elo +/- 19   3fold=242 (34%)   7708s      mean=0.501 LLR=-0.26 [CONTINUE]
 718 games  +202 =317 -199   +1 Elo +/- 19   3fold=242 (34%)   7714s      mean=0.502 LLR=-0.22 [CONTINUE]
 719 games  +202 =318 -199   +1 Elo +/- 19   3fold=243 (34%)   7720s      mean=0.502 LLR=-0.22 [CONTINUE]
 720 games  +203 =318 -199   +2 Elo +/- 19   3fold=243 (34%)   7746s      mean=0.503 LLR=-0.18 [CONTINUE]
 721 games  +203 =319 -199   +2 Elo +/- 19   3fold=243 (34%)   7748s      mean=0.503 LLR=-0.18 [CONTINUE]
 722 games  +203 =319 -200   +1 Elo +/- 19   3fold=243 (34%)   7751s      mean=0.502 LLR=-0.22 [CONTINUE]
 723 games  +204 =319 -200   +2 Elo +/- 19   3fold=243 (34%)   7781s      mean=0.503 LLR=-0.18 [CONTINUE]
 724 games  +205 =319 -200   +2 Elo +/- 19   3fold=243 (34%)   7782s      mean=0.503 LLR=-0.14 [CONTINUE]
 725 games  +205 =319 -201   +2 Elo +/- 19   3fold=243 (34%)   7787s      mean=0.503 LLR=-0.18 [CONTINUE]
 726 games  +206 =319 -201   +2 Elo +/- 19   3fold=243 (33%)   7810s      mean=0.503 LLR=-0.14 [CONTINUE]
 727 games  +206 =319 -202   +2 Elo +/- 19   3fold=243 (33%)   7814s      mean=0.503 LLR=-0.18 [CONTINUE]
 728 games  +206 =319 -203   +1 Elo +/- 19   3fold=243 (33%)   7816s      mean=0.502 LLR=-0.22 [CONTINUE]
 729 games  +206 =319 -204   +1 Elo +/- 19   3fold=243 (33%)   7842s      mean=0.501 LLR=-0.26 [CONTINUE]
 730 games  +206 =320 -204   +1 Elo +/- 19   3fold=244 (33%)   7843s      mean=0.501 LLR=-0.26 [CONTINUE]
 731 games  +206 =320 -205   +0 Elo +/- 19   3fold=244 (33%)   7853s      mean=0.501 LLR=-0.30 [CONTINUE]
 732 games  +207 =320 -205   +1 Elo +/- 19   3fold=244 (33%)   7869s      mean=0.501 LLR=-0.26 [CONTINUE]
 733 games  +207 =320 -206   +0 Elo +/- 19   3fold=244 (33%)   7875s      mean=0.501 LLR=-0.30 [CONTINUE]
 734 games  +208 =320 -206   +1 Elo +/- 19   3fold=244 (33%)   7885s      mean=0.501 LLR=-0.26 [CONTINUE]
 735 games  +209 =320 -206   +1 Elo +/- 19   3fold=244 (33%)   7902s      mean=0.502 LLR=-0.22 [CONTINUE]
 736 games  +210 =320 -206   +2 Elo +/- 19   3fold=244 (33%)   7906s      mean=0.503 LLR=-0.18 [CONTINUE]
 737 games  +210 =321 -206   +2 Elo +/- 19   3fold=245 (33%)   7909s      mean=0.503 LLR=-0.18 [CONTINUE]
 738 games  +210 =322 -206   +2 Elo +/- 19   3fold=246 (33%)   7933s      mean=0.503 LLR=-0.18 [CONTINUE]
 739 games  +211 =322 -206   +2 Elo +/- 19   3fold=246 (33%)   7934s      mean=0.503 LLR=-0.14 [CONTINUE]
 740 games  +211 =323 -206   +2 Elo +/- 19   3fold=247 (33%)   7935s      mean=0.503 LLR=-0.14 [CONTINUE]
 741 games  +212 =323 -206   +3 Elo +/- 19   3fold=247 (33%)   7963s      mean=0.504 LLR=-0.10 [CONTINUE]
 742 games  +212 =324 -206   +3 Elo +/- 19   3fold=248 (33%)   7964s      mean=0.504 LLR=-0.10 [CONTINUE]
 743 games  +212 =325 -206   +3 Elo +/- 19   3fold=248 (33%)   7966s      mean=0.504 LLR=-0.10 [CONTINUE]
 744 games  +212 =326 -206   +3 Elo +/- 19   3fold=249 (33%)   7993s      mean=0.504 LLR=-0.11 [CONTINUE]
 745 games  +213 =326 -206   +3 Elo +/- 19   3fold=249 (33%)   7994s      mean=0.505 LLR=-0.06 [CONTINUE]
 746 games  +214 =326 -206   +4 Elo +/- 19   3fold=249 (33%)   7996s      mean=0.505 LLR=-0.02 [CONTINUE]
 747 games  +214 =326 -207   +3 Elo +/- 19   3fold=249 (33%)   8019s      mean=0.505 LLR=-0.07 [CONTINUE]
 748 games  +215 =326 -207   +4 Elo +/- 19   3fold=249 (33%)   8024s      mean=0.505 LLR=-0.02 [CONTINUE]
 749 games  +215 =326 -208   +3 Elo +/- 19   3fold=249 (33%)   8030s      mean=0.505 LLR=-0.07 [CONTINUE]
 750 games  +216 =326 -208   +4 Elo +/- 19   3fold=249 (33%)   8054s      mean=0.505 LLR=-0.03 [CONTINUE]
 751 games  +216 =327 -208   +4 Elo +/- 19   3fold=250 (33%)   8061s      mean=0.505 LLR=-0.03 [CONTINUE]
 752 games  +216 =327 -209   +3 Elo +/- 19   3fold=250 (33%)   8062s      mean=0.505 LLR=-0.07 [CONTINUE]
 753 games  +217 =327 -209   +4 Elo +/- 19   3fold=250 (33%)   8079s      mean=0.505 LLR=-0.03 [CONTINUE]
 754 games  +217 =327 -210   +3 Elo +/- 19   3fold=250 (33%)   8099s      mean=0.505 LLR=-0.07 [CONTINUE]
 755 games  +217 =327 -211   +3 Elo +/- 19   3fold=250 (33%)   8108s      mean=0.504 LLR=-0.11 [CONTINUE]
 756 games  +217 =328 -211   +3 Elo +/- 19   3fold=251 (33%)   8110s      mean=0.504 LLR=-0.11 [CONTINUE]
 757 games  +217 =329 -211   +3 Elo +/- 19   3fold=252 (33%)   8121s      mean=0.504 LLR=-0.11 [CONTINUE]
 758 games  +217 =330 -211   +3 Elo +/- 19   3fold=253 (33%)   8138s      mean=0.504 LLR=-0.11 [CONTINUE]
 759 games  +217 =330 -212   +2 Elo +/- 19   3fold=253 (33%)   8142s      mean=0.503 LLR=-0.15 [CONTINUE]
 760 games  +217 =331 -212   +2 Elo +/- 19   3fold=254 (33%)   8151s      mean=0.503 LLR=-0.15 [CONTINUE]
 761 games  +218 =331 -212   +3 Elo +/- 19   3fold=254 (33%)   8171s      mean=0.504 LLR=-0.11 [CONTINUE]
 762 games  +219 =331 -212   +3 Elo +/- 19   3fold=254 (33%)   8174s      mean=0.505 LLR=-0.07 [CONTINUE]
 763 games  +219 =332 -212   +3 Elo +/- 19   3fold=255 (33%)   8176s      mean=0.505 LLR=-0.07 [CONTINUE]
 764 games  +219 =333 -212   +3 Elo +/- 19   3fold=256 (34%)   8200s      mean=0.505 LLR=-0.07 [CONTINUE]
 765 games  +220 =333 -212   +4 Elo +/- 19   3fold=256 (33%)   8204s      mean=0.505 LLR=-0.03 [CONTINUE]
 766 games  +221 =333 -212   +4 Elo +/- 19   3fold=256 (33%)   8208s      mean=0.506 LLR=+0.01 [CONTINUE]
 767 games  +221 =333 -213   +4 Elo +/- 19   3fold=256 (33%)   8231s      mean=0.505 LLR=-0.03 [CONTINUE]
 768 games  +221 =334 -213   +4 Elo +/- 18   3fold=257 (33%)   8231s      mean=0.505 LLR=-0.03 [CONTINUE]
 769 games  +221 =335 -213   +4 Elo +/- 18   3fold=257 (33%)   8241s      mean=0.505 LLR=-0.03 [CONTINUE]
 770 games  +221 =335 -214   +3 Elo +/- 18   3fold=257 (33%)   8259s      mean=0.505 LLR=-0.08 [CONTINUE]
 771 games  +222 =335 -214   +4 Elo +/- 18   3fold=257 (33%)   8261s      mean=0.505 LLR=-0.04 [CONTINUE]
 772 games  +222 =336 -214   +4 Elo +/- 18   3fold=258 (33%)   8272s      mean=0.505 LLR=-0.04 [CONTINUE]
 773 games  +222 =336 -215   +3 Elo +/- 18   3fold=258 (33%)   8289s      mean=0.505 LLR=-0.08 [CONTINUE]
 774 games  +222 =337 -215   +3 Elo +/- 18   3fold=258 (33%)   8293s      mean=0.505 LLR=-0.08 [CONTINUE]
 775 games  +222 =337 -216   +3 Elo +/- 18   3fold=258 (33%)   8315s      mean=0.504 LLR=-0.12 [CONTINUE]
 776 games  +222 =338 -216   +3 Elo +/- 18   3fold=259 (33%)   8318s      mean=0.504 LLR=-0.12 [CONTINUE]
 777 games  +222 =338 -217   +2 Elo +/- 18   3fold=259 (33%)   8322s      mean=0.503 LLR=-0.16 [CONTINUE]
 778 games  +222 =338 -218   +2 Elo +/- 18   3fold=259 (33%)   8348s      mean=0.503 LLR=-0.20 [CONTINUE]
 779 games  +222 =339 -218   +2 Elo +/- 18   3fold=260 (33%)   8349s      mean=0.503 LLR=-0.20 [CONTINUE]
 780 games  +222 =340 -218   +2 Elo +/- 18   3fold=261 (33%)   8351s      mean=0.503 LLR=-0.20 [CONTINUE]
 781 games  +222 =340 -219   +1 Elo +/- 18   3fold=261 (33%)   8380s      mean=0.502 LLR=-0.24 [CONTINUE]
 782 games  +223 =340 -219   +2 Elo +/- 18   3fold=261 (33%)   8382s      mean=0.503 LLR=-0.20 [CONTINUE]
 783 games  +223 =341 -219   +2 Elo +/- 18   3fold=261 (33%)   8391s      mean=0.503 LLR=-0.20 [CONTINUE]
 784 games  +223 =342 -219   +2 Elo +/- 18   3fold=262 (33%)   8413s      mean=0.503 LLR=-0.21 [CONTINUE]
 785 games  +224 =342 -219   +2 Elo +/- 18   3fold=262 (33%)   8416s      mean=0.503 LLR=-0.16 [CONTINUE]
 786 games  +224 =342 -220   +2 Elo +/- 18   3fold=262 (33%)   8419s      mean=0.503 LLR=-0.21 [CONTINUE]
 787 games  +225 =342 -220   +2 Elo +/- 18   3fold=262 (33%)   8440s      mean=0.503 LLR=-0.17 [CONTINUE]
 788 games  +225 =343 -220   +2 Elo +/- 18   3fold=263 (33%)   8446s      mean=0.503 LLR=-0.17 [CONTINUE]
 789 games  +225 =344 -220   +2 Elo +/- 18   3fold=264 (33%)   8454s      mean=0.503 LLR=-0.17 [CONTINUE]
 790 games  +226 =344 -220   +3 Elo +/- 18   3fold=264 (33%)   8470s      mean=0.504 LLR=-0.13 [CONTINUE]
 791 games  +227 =344 -220   +3 Elo +/- 18   3fold=264 (33%)   8478s      mean=0.504 LLR=-0.09 [CONTINUE]
 792 games  +227 =344 -221   +3 Elo +/- 18   3fold=264 (33%)   8486s      mean=0.504 LLR=-0.13 [CONTINUE]
 793 games  +227 =345 -221   +3 Elo +/- 18   3fold=265 (33%)   8497s      mean=0.504 LLR=-0.13 [CONTINUE]
 794 games  +227 =346 -221   +3 Elo +/- 18   3fold=266 (34%)   8521s      mean=0.504 LLR=-0.13 [CONTINUE]
 795 games  +228 =346 -221   +3 Elo +/- 18   3fold=266 (33%)   8524s      mean=0.504 LLR=-0.09 [CONTINUE]
 796 games  +228 =347 -221   +3 Elo +/- 18   3fold=267 (34%)   8525s      mean=0.504 LLR=-0.09 [CONTINUE]
 797 games  +229 =347 -221   +3 Elo +/- 18   3fold=267 (34%)   8556s      mean=0.505 LLR=-0.05 [CONTINUE]
 798 games  +230 =347 -221   +4 Elo +/- 18   3fold=267 (33%)   8561s      mean=0.506 LLR=-0.01 [CONTINUE]
 799 games  +230 =347 -222   +3 Elo +/- 18   3fold=267 (33%)   8561s      mean=0.505 LLR=-0.05 [CONTINUE]
 800 games  +231 =347 -222   +4 Elo +/- 18   3fold=267 (33%)   8584s      mean=0.506 LLR=-0.01 [CONTINUE]
 801 games  +231 =347 -223   +3 Elo +/- 18   3fold=267 (33%)   8594s      mean=0.505 LLR=-0.05 [CONTINUE]
 802 games  +232 =347 -223   +4 Elo +/- 18   3fold=267 (33%)   8594s      mean=0.506 LLR=-0.01 [CONTINUE]
 803 games  +233 =347 -223   +4 Elo +/- 18   3fold=267 (33%)   8615s      mean=0.506 LLR=+0.03 [CONTINUE]
 804 games  +233 =347 -224   +4 Elo +/- 18   3fold=267 (33%)   8626s      mean=0.506 LLR=-0.01 [CONTINUE]
 805 games  +233 =348 -224   +4 Elo +/- 18   3fold=267 (33%)   8626s      mean=0.506 LLR=-0.01 [CONTINUE]
 806 games  +233 =348 -225   +3 Elo +/- 18   3fold=267 (33%)   8648s      mean=0.505 LLR=-0.05 [CONTINUE]
 807 games  +233 =349 -225   +3 Elo +/- 18   3fold=268 (33%)   8657s      mean=0.505 LLR=-0.05 [CONTINUE]
 808 games  +234 =349 -225   +4 Elo +/- 18   3fold=268 (33%)   8659s      mean=0.506 LLR=-0.01 [CONTINUE]
 809 games  +234 =349 -226   +3 Elo +/- 18   3fold=268 (33%)   8683s      mean=0.505 LLR=-0.05 [CONTINUE]
 810 games  +234 =350 -226   +3 Elo +/- 18   3fold=269 (33%)   8693s      mean=0.505 LLR=-0.05 [CONTINUE]
 811 games  +234 =351 -226   +3 Elo +/- 18   3fold=270 (33%)   8694s      mean=0.505 LLR=-0.05 [CONTINUE]
 812 games  +235 =351 -226   +4 Elo +/- 18   3fold=270 (33%)   8715s      mean=0.506 LLR=-0.01 [CONTINUE]
 813 games  +235 =351 -227   +3 Elo +/- 18   3fold=270 (33%)   8721s      mean=0.505 LLR=-0.06 [CONTINUE]
 814 games  +236 =351 -227   +4 Elo +/- 18   3fold=270 (33%)   8729s      mean=0.506 LLR=-0.01 [CONTINUE]
 815 games  +236 =351 -228   +3 Elo +/- 18   3fold=270 (33%)   8747s      mean=0.505 LLR=-0.06 [CONTINUE]
 816 games  +236 =351 -229   +3 Elo +/- 18   3fold=270 (33%)   8756s      mean=0.504 LLR=-0.10 [CONTINUE]
 817 games  +237 =351 -229   +3 Elo +/- 18   3fold=270 (33%)   8761s      mean=0.505 LLR=-0.06 [CONTINUE]
 818 games  +238 =351 -229   +4 Elo +/- 18   3fold=270 (33%)   8781s      mean=0.506 LLR=-0.02 [CONTINUE]
 819 games  +238 =352 -229   +4 Elo +/- 18   3fold=270 (33%)   8788s      mean=0.505 LLR=-0.02 [CONTINUE]
 820 games  +238 =353 -229   +4 Elo +/- 18   3fold=271 (33%)   8795s      mean=0.505 LLR=-0.02 [CONTINUE]
 821 games  +239 =353 -229   +4 Elo +/- 18   3fold=271 (33%)   8812s      mean=0.506 LLR=+0.02 [CONTINUE]
 822 games  +240 =353 -229   +5 Elo +/- 18   3fold=271 (33%)   8820s      mean=0.507 LLR=+0.06 [CONTINUE]
 823 games  +240 =354 -229   +5 Elo +/- 18   3fold=272 (33%)   8827s      mean=0.507 LLR=+0.06 [CONTINUE]
 824 games  +240 =355 -229   +5 Elo +/- 18   3fold=273 (33%)   8847s      mean=0.507 LLR=+0.06 [CONTINUE]
 825 games  +241 =355 -229   +5 Elo +/- 18   3fold=273 (33%)   8852s      mean=0.507 LLR=+0.10 [CONTINUE]
 826 games  +242 =355 -229   +5 Elo +/- 18   3fold=273 (33%)   8862s      mean=0.508 LLR=+0.14 [CONTINUE]
 827 games  +242 =356 -229   +5 Elo +/- 18   3fold=274 (33%)   8872s      mean=0.508 LLR=+0.14 [CONTINUE]
 828 games  +243 =356 -229   +6 Elo +/- 18   3fold=274 (33%)   8877s      mean=0.508 LLR=+0.18 [CONTINUE]
 829 games  +244 =356 -229   +6 Elo +/- 18   3fold=274 (33%)   8894s      mean=0.509 LLR=+0.22 [CONTINUE]
 830 games  +244 =357 -229   +6 Elo +/- 18   3fold=275 (33%)   8906s      mean=0.509 LLR=+0.22 [CONTINUE]
 831 games  +244 =357 -230   +6 Elo +/- 18   3fold=275 (33%)   8908s      mean=0.508 LLR=+0.18 [CONTINUE]
 832 games  +244 =358 -230   +6 Elo +/- 18   3fold=276 (33%)   8920s      mean=0.508 LLR=+0.18 [CONTINUE]
 833 games  +245 =358 -230   +6 Elo +/- 18   3fold=276 (33%)   8939s      mean=0.509 LLR=+0.22 [CONTINUE]
 834 games  +245 =359 -230   +6 Elo +/- 18   3fold=277 (33%)   8943s      mean=0.509 LLR=+0.22 [CONTINUE]
 835 games  +245 =360 -230   +6 Elo +/- 18   3fold=278 (33%)   8950s      mean=0.509 LLR=+0.22 [CONTINUE]
 836 games  +245 =361 -230   +6 Elo +/- 18   3fold=279 (33%)   8971s      mean=0.509 LLR=+0.22 [CONTINUE]
