gauntlet: agent@engine vs agent@checkpoints/repfix2 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=3000 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   125s      mean=0.500 LLR=+0.00 [CONTINUE]
 628 games  +203 =252 -173   +17 Elo +/- 21   3fold=193 (31%)   6747s      mean=0.524 LLR=+0.88 [CONTINUE]
 629 games  +203 =253 -173   +17 Elo +/- 21   3fold=193 (31%)   6759s      mean=0.524 LLR=+0.88 [CONTINUE]
 630 games  +203 =254 -173   +17 Elo +/- 21   3fold=193 (31%)   6768s      mean=0.524 LLR=+0.88 [CONTINUE]
 631 games  +203 =255 -173   +17 Elo +/- 21   3fold=193 (31%)   6782s      mean=0.524 LLR=+0.88 [CONTINUE]
 632 games  +203 =255 -174   +16 Elo +/- 21   3fold=193 (31%)   6791s      mean=0.523 LLR=+0.84 [CONTINUE]
 633 games  +204 =255 -174   +16 Elo +/- 21   3fold=193 (30%)   6798s      mean=0.524 LLR=+0.88 [CONTINUE]
 634 games  +204 =256 -174   +16 Elo +/- 21   3fold=194 (31%)   6814s      mean=0.524 LLR=+0.88 [CONTINUE]
 635 games  +204 =256 -175   +16 Elo +/- 21   3fold=194 (31%)   6820s      mean=0.523 LLR=+0.84 [CONTINUE]
 636 games  +204 =257 -175   +16 Elo +/- 21   3fold=194 (31%)   6832s      mean=0.523 LLR=+0.84 [CONTINUE]
 637 games  +204 =257 -176   +15 Elo +/- 21   3fold=194 (30%)   6845s      mean=0.522 LLR=+0.80 [CONTINUE]
 638 games  +204 =258 -176   +15 Elo +/- 21   3fold=194 (30%)   6857s      mean=0.522 LLR=+0.80 [CONTINUE]
 639 games  +204 =258 -177   +15 Elo +/- 21   3fold=194 (30%)   6863s      mean=0.521 LLR=+0.76 [CONTINUE]
 640 games  +204 =259 -177   +15 Elo +/- 21   3fold=195 (30%)   6874s      mean=0.521 LLR=+0.76 [CONTINUE]
 641 games  +205 =259 -177   +15 Elo +/- 21   3fold=195 (30%)   6892s      mean=0.522 LLR=+0.80 [CONTINUE]
 642 games  +205 =260 -177   +15 Elo +/- 21   3fold=196 (31%)   6894s      mean=0.522 LLR=+0.80 [CONTINUE]
 643 games  +205 =261 -177   +15 Elo +/- 21   3fold=197 (31%)   6903s      mean=0.522 LLR=+0.80 [CONTINUE]
 644 games  +205 =261 -178   +15 Elo +/- 21   3fold=197 (31%)   6925s      mean=0.521 LLR=+0.76 [CONTINUE]
 645 games  +205 =262 -178   +15 Elo +/- 21   3fold=197 (31%)   6927s      mean=0.521 LLR=+0.76 [CONTINUE]
 646 games  +205 =263 -178   +15 Elo +/- 21   3fold=197 (30%)   6937s      mean=0.521 LLR=+0.76 [CONTINUE]
 647 games  +206 =263 -178   +15 Elo +/- 21   3fold=197 (30%)   6955s      mean=0.522 LLR=+0.80 [CONTINUE]
 648 games  +207 =263 -178   +16 Elo +/- 21   3fold=197 (30%)   6957s      mean=0.522 LLR=+0.84 [CONTINUE]
 649 games  +207 =263 -179   +15 Elo +/- 21   3fold=197 (30%)   6975s      mean=0.522 LLR=+0.80 [CONTINUE]
 650 games  +208 =263 -179   +16 Elo +/- 21   3fold=197 (30%)   6985s      mean=0.522 LLR=+0.83 [CONTINUE]
 651 games  +208 =263 -180   +15 Elo +/- 21   3fold=197 (30%)   6988s      mean=0.522 LLR=+0.79 [CONTINUE]
 652 games  +208 =264 -180   +15 Elo +/- 21   3fold=198 (30%)   7010s      mean=0.521 LLR=+0.80 [CONTINUE]
 653 games  +209 =264 -180   +15 Elo +/- 21   3fold=198 (30%)   7010s      mean=0.522 LLR=+0.83 [CONTINUE]
 654 games  +209 =265 -180   +15 Elo +/- 21   3fold=199 (30%)   7014s      mean=0.522 LLR=+0.83 [CONTINUE]
 655 games  +210 =265 -180   +16 Elo +/- 21   3fold=199 (30%)   7039s      mean=0.523 LLR=+0.87 [CONTINUE]
 656 games  +210 =266 -180   +16 Elo +/- 21   3fold=199 (30%)   7042s      mean=0.523 LLR=+0.87 [CONTINUE]
 657 games  +210 =267 -180   +16 Elo +/- 20   3fold=199 (30%)   7048s      mean=0.523 LLR=+0.87 [CONTINUE]
 658 games  +211 =267 -180   +16 Elo +/- 20   3fold=199 (30%)   7068s      mean=0.524 LLR=+0.91 [CONTINUE]
 659 games  +212 =267 -180   +17 Elo +/- 20   3fold=199 (30%)   7073s      mean=0.524 LLR=+0.95 [CONTINUE]
 660 games  +212 =268 -180   +17 Elo +/- 20   3fold=200 (30%)   7075s      mean=0.524 LLR=+0.95 [CONTINUE]
 661 games  +212 =269 -180   +17 Elo +/- 20   3fold=200 (30%)   7102s      mean=0.524 LLR=+0.95 [CONTINUE]
 662 games  +212 =269 -181   +16 Elo +/- 20   3fold=200 (30%)   7102s      mean=0.523 LLR=+0.91 [CONTINUE]
 663 games  +212 =270 -181   +16 Elo +/- 20   3fold=201 (30%)   7112s      mean=0.523 LLR=+0.91 [CONTINUE]
 664 games  +213 =270 -181   +17 Elo +/- 20   3fold=201 (30%)   7133s      mean=0.524 LLR=+0.95 [CONTINUE]
 665 games  +214 =270 -181   +17 Elo +/- 20   3fold=201 (30%)   7136s      mean=0.525 LLR=+0.99 [CONTINUE]
 666 games  +214 =270 -182   +17 Elo +/- 20   3fold=201 (30%)   7142s      mean=0.524 LLR=+0.95 [CONTINUE]
 667 games  +214 =270 -183   +16 Elo +/- 20   3fold=201 (30%)   7166s      mean=0.523 LLR=+0.91 [CONTINUE]
 668 games  +215 =270 -183   +17 Elo +/- 20   3fold=201 (30%)   7168s      mean=0.524 LLR=+0.94 [CONTINUE]
 669 games  +215 =271 -183   +17 Elo +/- 20   3fold=202 (30%)   7170s      mean=0.524 LLR=+0.94 [CONTINUE]
 670 games  +215 =272 -183   +17 Elo +/- 20   3fold=203 (30%)   7197s      mean=0.524 LLR=+0.94 [CONTINUE]
 671 games  +216 =272 -183   +17 Elo +/- 20   3fold=203 (30%)   7203s      mean=0.525 LLR=+0.98 [CONTINUE]
 672 games  +216 =273 -183   +17 Elo +/- 20   3fold=203 (30%)   7214s      mean=0.525 LLR=+0.98 [CONTINUE]
 673 games  +217 =273 -183   +18 Elo +/- 20   3fold=203 (30%)   7231s      mean=0.525 LLR=+1.02 [CONTINUE]
 674 games  +217 =274 -183   +18 Elo +/- 20   3fold=204 (30%)   7239s      mean=0.525 LLR=+1.02 [CONTINUE]
 675 games  +218 =274 -183   +18 Elo +/- 20   3fold=204 (30%)   7241s      mean=0.526 LLR=+1.06 [CONTINUE]
 676 games  +218 =274 -184   +17 Elo +/- 20   3fold=204 (30%)   7266s      mean=0.525 LLR=+1.02 [CONTINUE]
 677 games  +218 =275 -184   +17 Elo +/- 20   3fold=204 (30%)   7273s      mean=0.525 LLR=+1.02 [CONTINUE]
 678 games  +219 =275 -184   +18 Elo +/- 20   3fold=204 (30%)   7273s      mean=0.526 LLR=+1.06 [CONTINUE]
 679 games  +219 =275 -185   +17 Elo +/- 20   3fold=204 (30%)   7297s      mean=0.525 LLR=+1.02 [CONTINUE]
 680 games  +219 =276 -185   +17 Elo +/- 20   3fold=205 (30%)   7303s      mean=0.525 LLR=+1.02 [CONTINUE]
 681 games  +220 =276 -185   +18 Elo +/- 20   3fold=205 (30%)   7323s      mean=0.526 LLR=+1.06 [CONTINUE]
 682 games  +220 =277 -185   +18 Elo +/- 20   3fold=205 (30%)   7336s      mean=0.526 LLR=+1.06 [CONTINUE]
 683 games  +220 =277 -186   +17 Elo +/- 20   3fold=205 (30%)   7337s      mean=0.525 LLR=+1.02 [CONTINUE]
 684 games  +221 =277 -186   +18 Elo +/- 20   3fold=205 (30%)   7355s      mean=0.526 LLR=+1.05 [CONTINUE]
 685 games  +221 =278 -186   +18 Elo +/- 20   3fold=206 (30%)   7370s      mean=0.526 LLR=+1.06 [CONTINUE]
 686 games  +221 =279 -186   +18 Elo +/- 20   3fold=207 (30%)   7372s      mean=0.526 LLR=+1.06 [CONTINUE]
 687 games  +222 =279 -186   +18 Elo +/- 20   3fold=207 (30%)   7384s      mean=0.526 LLR=+1.09 [CONTINUE]
 688 games  +222 =280 -186   +18 Elo +/- 20   3fold=208 (30%)   7397s      mean=0.526 LLR=+1.10 [CONTINUE]
 689 games  +223 =280 -186   +19 Elo +/- 20   3fold=208 (30%)   7400s      mean=0.527 LLR=+1.13 [CONTINUE]
 690 games  +223 =280 -187   +18 Elo +/- 20   3fold=208 (30%)   7419s      mean=0.526 LLR=+1.09 [CONTINUE]
 691 games  +223 =281 -187   +18 Elo +/- 20   3fold=209 (30%)   7428s      mean=0.526 LLR=+1.09 [CONTINUE]
 692 games  +223 =281 -188   +18 Elo +/- 20   3fold=209 (30%)   7430s      mean=0.525 LLR=+1.05 [CONTINUE]
 693 games  +224 =281 -188   +18 Elo +/- 20   3fold=209 (30%)   7450s      mean=0.526 LLR=+1.09 [CONTINUE]
 694 games  +225 =281 -188   +19 Elo +/- 20   3fold=209 (30%)   7457s      mean=0.527 LLR=+1.13 [CONTINUE]
 695 games  +225 =281 -189   +18 Elo +/- 20   3fold=209 (30%)   7457s      mean=0.526 LLR=+1.09 [CONTINUE]
 696 games  +226 =281 -189   +18 Elo +/- 20   3fold=209 (30%)   7484s      mean=0.527 LLR=+1.12 [CONTINUE]
 697 games  +226 =281 -190   +18 Elo +/- 20   3fold=209 (30%)   7489s      mean=0.526 LLR=+1.08 [CONTINUE]
 698 games  +227 =281 -190   +18 Elo +/- 20   3fold=209 (30%)   7493s      mean=0.527 LLR=+1.12 [CONTINUE]
 699 games  +228 =281 -190   +19 Elo +/- 20   3fold=209 (30%)   7516s      mean=0.527 LLR=+1.16 [CONTINUE]
 700 games  +228 =282 -190   +19 Elo +/- 20   3fold=209 (30%)   7518s      mean=0.527 LLR=+1.16 [CONTINUE]
 701 games  +228 =282 -191   +18 Elo +/- 20   3fold=209 (30%)   7525s      mean=0.526 LLR=+1.12 [CONTINUE]
 702 games  +229 =282 -191   +19 Elo +/- 20   3fold=209 (30%)   7544s      mean=0.527 LLR=+1.16 [CONTINUE]
 703 games  +229 =283 -191   +19 Elo +/- 20   3fold=210 (30%)   7545s      mean=0.527 LLR=+1.16 [CONTINUE]
 704 games  +229 =283 -192   +18 Elo +/- 20   3fold=210 (30%)   7557s      mean=0.526 LLR=+1.12 [CONTINUE]
 705 games  +229 =284 -192   +18 Elo +/- 20   3fold=211 (30%)   7575s      mean=0.526 LLR=+1.12 [CONTINUE]
 706 games  +229 =285 -192   +18 Elo +/- 20   3fold=211 (30%)   7589s      mean=0.526 LLR=+1.12 [CONTINUE]
 707 games  +229 =285 -193   +18 Elo +/- 20   3fold=211 (30%)   7592s      mean=0.525 LLR=+1.08 [CONTINUE]
 708 games  +230 =285 -193   +18 Elo +/- 20   3fold=211 (30%)   7611s      mean=0.526 LLR=+1.12 [CONTINUE]
 709 games  +231 =285 -193   +19 Elo +/- 20   3fold=211 (30%)   7617s      mean=0.527 LLR=+1.15 [CONTINUE]
 710 games  +231 =286 -193   +19 Elo +/- 20   3fold=212 (30%)   7626s      mean=0.527 LLR=+1.16 [CONTINUE]
 711 games  +231 =286 -194   +18 Elo +/- 20   3fold=212 (30%)   7642s      mean=0.526 LLR=+1.11 [CONTINUE]
 712 games  +231 =287 -194   +18 Elo +/- 20   3fold=212 (30%)   7656s      mean=0.526 LLR=+1.12 [CONTINUE]
 713 games  +231 =287 -195   +18 Elo +/- 20   3fold=212 (30%)   7659s      mean=0.525 LLR=+1.08 [CONTINUE]
 714 games  +231 =287 -196   +17 Elo +/- 20   3fold=212 (30%)   7668s      mean=0.525 LLR=+1.04 [CONTINUE]
 715 games  +231 =288 -196   +17 Elo +/- 20   3fold=213 (30%)   7685s      mean=0.524 LLR=+1.04 [CONTINUE]
 716 games  +232 =288 -196   +17 Elo +/- 20   3fold=213 (30%)   7690s      mean=0.525 LLR=+1.07 [CONTINUE]
 717 games  +233 =288 -196   +18 Elo +/- 20   3fold=213 (30%)   7702s      mean=0.526 LLR=+1.11 [CONTINUE]
 718 games  +233 =289 -196   +18 Elo +/- 20   3fold=214 (30%)   7723s      mean=0.526 LLR=+1.11 [CONTINUE]
 719 games  +233 =290 -196   +18 Elo +/- 20   3fold=215 (30%)   7724s      mean=0.526 LLR=+1.11 [CONTINUE]
 720 games  +233 =291 -196   +18 Elo +/- 20   3fold=216 (30%)   7727s      mean=0.526 LLR=+1.11 [CONTINUE]
 721 games  +234 =291 -196   +18 Elo +/- 20   3fold=216 (30%)   7755s      mean=0.526 LLR=+1.15 [CONTINUE]
 722 games  +235 =291 -196   +19 Elo +/- 20   3fold=216 (30%)   7759s      mean=0.527 LLR=+1.19 [CONTINUE]
 723 games  +235 =291 -197   +18 Elo +/- 20   3fold=216 (30%)   7762s      mean=0.526 LLR=+1.15 [CONTINUE]
 724 games  +235 =291 -198   +18 Elo +/- 20   3fold=216 (30%)   7790s      mean=0.526 LLR=+1.11 [CONTINUE]
 725 games  +235 =292 -198   +18 Elo +/- 20   3fold=217 (30%)   7790s      mean=0.526 LLR=+1.11 [CONTINUE]
 726 games  +235 =293 -198   +18 Elo +/- 20   3fold=217 (30%)   7805s      mean=0.525 LLR=+1.11 [CONTINUE]
 727 games  +236 =293 -198   +18 Elo +/- 20   3fold=217 (30%)   7817s      mean=0.526 LLR=+1.15 [CONTINUE]
 728 games  +237 =293 -198   +19 Elo +/- 20   3fold=217 (30%)   7821s      mean=0.527 LLR=+1.19 [CONTINUE]
 729 games  +237 =293 -199   +18 Elo +/- 20   3fold=217 (30%)   7835s      mean=0.526 LLR=+1.14 [CONTINUE]
 730 games  +238 =293 -199   +19 Elo +/- 20   3fold=217 (30%)   7847s      mean=0.527 LLR=+1.18 [CONTINUE]
 731 games  +238 =293 -200   +18 Elo +/- 20   3fold=217 (30%)   7861s      mean=0.526 LLR=+1.14 [CONTINUE]
 732 games  +238 =293 -201   +18 Elo +/- 20   3fold=217 (30%)   7864s      mean=0.525 LLR=+1.10 [CONTINUE]
 733 games  +239 =293 -201   +18 Elo +/- 20   3fold=217 (30%)   7881s      mean=0.526 LLR=+1.14 [CONTINUE]
 734 games  +240 =293 -201   +18 Elo +/- 20   3fold=217 (30%)   7893s      mean=0.527 LLR=+1.18 [CONTINUE]
 735 games  +241 =293 -201   +19 Elo +/- 20   3fold=217 (30%)   7895s      mean=0.527 LLR=+1.21 [CONTINUE]
 736 games  +242 =293 -201   +19 Elo +/- 20   3fold=217 (29%)   7916s      mean=0.528 LLR=+1.25 [CONTINUE]
 737 games  +242 =293 -202   +19 Elo +/- 19   3fold=217 (29%)   7928s      mean=0.527 LLR=+1.21 [CONTINUE]
 738 games  +242 =294 -202   +19 Elo +/- 19   3fold=218 (30%)   7929s      mean=0.527 LLR=+1.21 [CONTINUE]
 739 games  +242 =295 -202   +19 Elo +/- 19   3fold=219 (30%)   7943s      mean=0.527 LLR=+1.21 [CONTINUE]
 740 games  +243 =295 -202   +19 Elo +/- 19   3fold=219 (30%)   7960s      mean=0.528 LLR=+1.25 [CONTINUE]
 741 games  +244 =295 -202   +20 Elo +/- 19   3fold=219 (30%)   7965s      mean=0.528 LLR=+1.29 [CONTINUE]
 742 games  +244 =296 -202   +20 Elo +/- 19   3fold=219 (30%)   7984s      mean=0.528 LLR=+1.29 [CONTINUE]
 743 games  +245 =296 -202   +20 Elo +/- 19   3fold=219 (29%)   7994s      mean=0.529 LLR=+1.33 [CONTINUE]
 744 games  +245 =297 -202   +20 Elo +/- 19   3fold=220 (30%)   8005s      mean=0.529 LLR=+1.33 [CONTINUE]
 745 games  +245 =297 -203   +20 Elo +/- 19   3fold=220 (30%)   8022s      mean=0.528 LLR=+1.29 [CONTINUE]
 746 games  +245 =298 -203   +20 Elo +/- 19   3fold=221 (30%)   8035s      mean=0.528 LLR=+1.29 [CONTINUE]
 747 games  +246 =298 -203   +20 Elo +/- 19   3fold=221 (30%)   8037s      mean=0.529 LLR=+1.32 [CONTINUE]
 748 games  +246 =298 -204   +20 Elo +/- 19   3fold=221 (30%)   8054s      mean=0.528 LLR=+1.28 [CONTINUE]
 749 games  +246 =299 -204   +20 Elo +/- 19   3fold=222 (30%)   8060s      mean=0.528 LLR=+1.29 [CONTINUE]
 750 games  +246 =300 -204   +19 Elo +/- 19   3fold=222 (30%)   8073s      mean=0.528 LLR=+1.29 [CONTINUE]
 751 games  +246 =301 -204   +19 Elo +/- 19   3fold=223 (30%)   8081s      mean=0.528 LLR=+1.29 [CONTINUE]
 752 games  +246 =302 -204   +19 Elo +/- 19   3fold=224 (30%)   8098s      mean=0.528 LLR=+1.29 [CONTINUE]
 753 games  +246 =303 -204   +19 Elo +/- 19   3fold=225 (30%)   8101s      mean=0.528 LLR=+1.29 [CONTINUE]
 754 games  +247 =303 -204   +20 Elo +/- 19   3fold=225 (30%)   8114s      mean=0.529 LLR=+1.33 [CONTINUE]
 755 games  +247 =303 -205   +19 Elo +/- 19   3fold=225 (30%)   8132s      mean=0.528 LLR=+1.29 [CONTINUE]
 756 games  +248 =303 -205   +20 Elo +/- 19   3fold=225 (30%)   8134s      mean=0.528 LLR=+1.32 [CONTINUE]
 757 games  +248 =304 -205   +20 Elo +/- 19   3fold=226 (30%)   8156s      mean=0.528 LLR=+1.33 [CONTINUE]
 758 games  +249 =304 -205   +20 Elo +/- 19   3fold=226 (30%)   8161s      mean=0.529 LLR=+1.36 [CONTINUE]
 759 games  +250 =304 -205   +21 Elo +/- 19   3fold=226 (30%)   8167s      mean=0.530 LLR=+1.40 [CONTINUE]
 760 games  +250 =304 -206   +20 Elo +/- 19   3fold=226 (30%)   8189s      mean=0.529 LLR=+1.36 [CONTINUE]
 761 games  +250 =304 -207   +20 Elo +/- 19   3fold=226 (30%)   8190s      mean=0.528 LLR=+1.32 [CONTINUE]
 762 games  +250 =305 -207   +20 Elo +/- 19   3fold=227 (30%)   8193s      mean=0.528 LLR=+1.32 [CONTINUE]
 763 games  +250 =306 -207   +20 Elo +/- 19   3fold=228 (30%)   8221s      mean=0.528 LLR=+1.32 [CONTINUE]
 764 games  +250 =307 -207   +20 Elo +/- 19   3fold=229 (30%)   8221s      mean=0.528 LLR=+1.32 [CONTINUE]
 765 games  +250 =308 -207   +20 Elo +/- 19   3fold=230 (30%)   8221s      mean=0.528 LLR=+1.32 [CONTINUE]
 766 games  +251 =308 -207   +20 Elo +/- 19   3fold=230 (30%)   8252s      mean=0.529 LLR=+1.36 [CONTINUE]
 767 games  +251 =309 -207   +20 Elo +/- 19   3fold=231 (30%)   8260s      mean=0.529 LLR=+1.36 [CONTINUE]
 768 games  +251 =310 -207   +20 Elo +/- 19   3fold=232 (30%)   8267s      mean=0.529 LLR=+1.36 [CONTINUE]
 769 games  +251 =311 -207   +20 Elo +/- 19   3fold=233 (30%)   8279s      mean=0.529 LLR=+1.37 [CONTINUE]
 770 games  +251 =312 -207   +20 Elo +/- 19   3fold=234 (30%)   8296s      mean=0.529 LLR=+1.37 [CONTINUE]
 771 games  +252 =312 -207   +20 Elo +/- 19   3fold=234 (30%)   8296s      mean=0.529 LLR=+1.41 [CONTINUE]
 772 games  +252 =313 -207   +20 Elo +/- 19   3fold=234 (30%)   8309s      mean=0.529 LLR=+1.41 [CONTINUE]
 773 games  +252 =313 -208   +20 Elo +/- 19   3fold=234 (30%)   8321s      mean=0.528 LLR=+1.37 [CONTINUE]
 774 games  +253 =313 -208   +20 Elo +/- 19   3fold=234 (30%)   8326s      mean=0.529 LLR=+1.40 [CONTINUE]
 775 games  +254 =313 -208   +21 Elo +/- 19   3fold=234 (30%)   8338s      mean=0.530 LLR=+1.44 [CONTINUE]
 776 games  +254 =314 -208   +21 Elo +/- 19   3fold=234 (30%)   8354s      mean=0.530 LLR=+1.44 [CONTINUE]
 777 games  +254 =315 -208   +21 Elo +/- 19   3fold=235 (30%)   8355s      mean=0.530 LLR=+1.44 [CONTINUE]
 778 games  +254 =315 -209   +20 Elo +/- 19   3fold=235 (30%)   8368s      mean=0.529 LLR=+1.40 [CONTINUE]
 779 games  +254 =315 -210   +20 Elo +/- 19   3fold=235 (30%)   8385s      mean=0.528 LLR=+1.36 [CONTINUE]
 780 games  +254 =316 -210   +20 Elo +/- 19   3fold=236 (30%)   8385s      mean=0.528 LLR=+1.36 [CONTINUE]
 781 games  +254 =317 -210   +20 Elo +/- 19   3fold=237 (30%)   8388s      mean=0.528 LLR=+1.36 [CONTINUE]
 782 games  +254 =318 -210   +20 Elo +/- 19   3fold=238 (30%)   8412s      mean=0.528 LLR=+1.37 [CONTINUE]
 783 games  +255 =318 -210   +20 Elo +/- 19   3fold=238 (30%)   8418s      mean=0.529 LLR=+1.40 [CONTINUE]
 784 games  +255 =318 -211   +20 Elo +/- 19   3fold=238 (30%)   8420s      mean=0.528 LLR=+1.36 [CONTINUE]
 785 games  +255 =319 -211   +19 Elo +/- 19   3fold=239 (30%)   8443s      mean=0.528 LLR=+1.36 [CONTINUE]
 786 games  +255 =320 -211   +19 Elo +/- 19   3fold=240 (31%)   8450s      mean=0.528 LLR=+1.36 [CONTINUE]
 787 games  +255 =320 -212   +19 Elo +/- 19   3fold=240 (30%)   8451s      mean=0.527 LLR=+1.32 [CONTINUE]
 788 games  +255 =320 -213   +19 Elo +/- 19   3fold=240 (30%)   8476s      mean=0.527 LLR=+1.28 [CONTINUE]
 789 games  +255 =320 -214   +18 Elo +/- 19   3fold=240 (30%)   8479s      mean=0.526 LLR=+1.24 [CONTINUE]
 790 games  +255 =321 -214   +18 Elo +/- 19   3fold=241 (31%)   8480s      mean=0.526 LLR=+1.24 [CONTINUE]
 791 games  +256 =321 -214   +18 Elo +/- 19   3fold=241 (30%)   8511s      mean=0.527 LLR=+1.28 [CONTINUE]
 792 games  +256 =322 -214   +18 Elo +/- 19   3fold=241 (30%)   8514s      mean=0.527 LLR=+1.28 [CONTINUE]
 793 games  +256 =323 -214   +18 Elo +/- 19   3fold=241 (30%)   8531s      mean=0.526 LLR=+1.28 [CONTINUE]
 794 games  +256 =324 -214   +18 Elo +/- 19   3fold=241 (30%)   8545s      mean=0.526 LLR=+1.28 [CONTINUE]
 795 games  +256 =325 -214   +18 Elo +/- 19   3fold=242 (30%)   8547s      mean=0.526 LLR=+1.29 [CONTINUE]
 796 games  +257 =325 -214   +19 Elo +/- 19   3fold=242 (30%)   8561s      mean=0.527 LLR=+1.32 [CONTINUE]
 797 games  +257 =326 -214   +19 Elo +/- 19   3fold=243 (30%)   8571s      mean=0.527 LLR=+1.32 [CONTINUE]
 798 games  +258 =326 -214   +19 Elo +/- 19   3fold=243 (30%)   8583s      mean=0.528 LLR=+1.36 [CONTINUE]
 799 games  +258 =327 -214   +19 Elo +/- 19   3fold=243 (30%)   8591s      mean=0.528 LLR=+1.36 [CONTINUE]
 800 games  +259 =327 -214   +20 Elo +/- 19   3fold=243 (30%)   8599s      mean=0.528 LLR=+1.40 [CONTINUE]
 801 games  +259 =327 -215   +19 Elo +/- 19   3fold=243 (30%)   8612s      mean=0.527 LLR=+1.36 [CONTINUE]
 802 games  +259 =328 -215   +19 Elo +/- 19   3fold=244 (30%)   8616s      mean=0.527 LLR=+1.36 [CONTINUE]
 803 games  +259 =328 -216   +19 Elo +/- 19   3fold=244 (30%)   8629s      mean=0.527 LLR=+1.32 [CONTINUE]
 804 games  +260 =328 -216   +19 Elo +/- 19   3fold=244 (30%)   8641s      mean=0.527 LLR=+1.36 [CONTINUE]
 805 games  +260 =328 -217   +19 Elo +/- 19   3fold=244 (30%)   8642s      mean=0.527 LLR=+1.32 [CONTINUE]
 806 games  +260 =329 -217   +19 Elo +/- 18   3fold=245 (30%)   8656s      mean=0.527 LLR=+1.32 [CONTINUE]
 807 games  +261 =329 -217   +19 Elo +/- 18   3fold=245 (30%)   8671s      mean=0.527 LLR=+1.36 [CONTINUE]
 808 games  +261 =330 -217   +19 Elo +/- 18   3fold=246 (30%)   8676s      mean=0.527 LLR=+1.36 [CONTINUE]
 809 games  +261 =330 -218   +18 Elo +/- 18   3fold=246 (30%)   8687s      mean=0.527 LLR=+1.32 [CONTINUE]
 810 games  +262 =330 -218   +19 Elo +/- 18   3fold=246 (30%)   8702s      mean=0.527 LLR=+1.35 [CONTINUE]
 811 games  +262 =331 -218   +19 Elo +/- 18   3fold=247 (30%)   8706s      mean=0.527 LLR=+1.36 [CONTINUE]
 812 games  +263 =331 -218   +19 Elo +/- 18   3fold=247 (30%)   8722s      mean=0.528 LLR=+1.39 [CONTINUE]
 813 games  +263 =332 -218   +19 Elo +/- 18   3fold=248 (31%)   8729s      mean=0.528 LLR=+1.39 [CONTINUE]
 814 games  +263 =333 -218   +19 Elo +/- 18   3fold=249 (31%)   8732s      mean=0.528 LLR=+1.40 [CONTINUE]
 815 games  +263 =334 -218   +19 Elo +/- 18   3fold=250 (31%)   8748s      mean=0.528 LLR=+1.40 [CONTINUE]
 816 games  +264 =334 -218   +20 Elo +/- 18   3fold=250 (31%)   8757s      mean=0.528 LLR=+1.43 [CONTINUE]
 817 games  +265 =334 -218   +20 Elo +/- 18   3fold=250 (31%)   8768s      mean=0.529 LLR=+1.47 [CONTINUE]
 818 games  +265 =334 -219   +20 Elo +/- 18   3fold=250 (31%)   8783s      mean=0.528 LLR=+1.43 [CONTINUE]
 819 games  +266 =334 -219   +20 Elo +/- 18   3fold=250 (31%)   8784s      mean=0.529 LLR=+1.47 [CONTINUE]
 820 games  +266 =335 -219   +20 Elo +/- 18   3fold=251 (31%)   8800s      mean=0.529 LLR=+1.47 [CONTINUE]
 821 games  +266 =336 -219   +20 Elo +/- 18   3fold=252 (31%)   8816s      mean=0.529 LLR=+1.47 [CONTINUE]
 822 games  +266 =337 -219   +20 Elo +/- 18   3fold=252 (31%)   8816s      mean=0.529 LLR=+1.47 [CONTINUE]
 823 games  +266 =337 -220   +19 Elo +/- 18   3fold=252 (31%)   8837s      mean=0.528 LLR=+1.43 [CONTINUE]
 824 games  +266 =337 -221   +19 Elo +/- 18   3fold=252 (31%)   8846s      mean=0.527 LLR=+1.39 [CONTINUE]
 825 games  +266 =338 -221   +19 Elo +/- 18   3fold=253 (31%)   8849s      mean=0.527 LLR=+1.39 [CONTINUE]
 826 games  +266 =339 -221   +19 Elo +/- 18   3fold=254 (31%)   8864s      mean=0.527 LLR=+1.39 [CONTINUE]
 827 games  +267 =339 -221   +19 Elo +/- 18   3fold=254 (31%)   8875s      mean=0.528 LLR=+1.43 [CONTINUE]
 828 games  +268 =339 -221   +20 Elo +/- 18   3fold=254 (31%)   8877s      mean=0.528 LLR=+1.47 [CONTINUE]
 829 games  +269 =339 -221   +20 Elo +/- 18   3fold=254 (31%)   8893s      mean=0.529 LLR=+1.51 [CONTINUE]
 830 games  +270 =339 -221   +21 Elo +/- 18   3fold=254 (31%)   8908s      mean=0.530 LLR=+1.54 [CONTINUE]
 831 games  +270 =339 -222   +20 Elo +/- 18   3fold=254 (31%)   8913s      mean=0.529 LLR=+1.50 [CONTINUE]
 832 games  +270 =340 -222   +20 Elo +/- 18   3fold=254 (31%)   8929s      mean=0.529 LLR=+1.50 [CONTINUE]
 833 games  +270 =340 -223   +20 Elo +/- 18   3fold=254 (30%)   8946s      mean=0.528 LLR=+1.46 [CONTINUE]
 834 games  +270 =341 -223   +20 Elo +/- 18   3fold=255 (31%)   8950s      mean=0.528 LLR=+1.46 [CONTINUE]
 835 games  +270 =342 -223   +20 Elo +/- 18   3fold=256 (31%)   8961s      mean=0.528 LLR=+1.47 [CONTINUE]
 836 games  +271 =342 -223   +20 Elo +/- 18   3fold=256 (31%)   8973s      mean=0.529 LLR=+1.50 [CONTINUE]
