gauntlet: agent@engine vs agent@checkpoints/clockcap | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=1500 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   131s      mean=0.500 LLR=+0.00 [CONTINUE]
 628 games  +190 =275 -163   +15 Elo +/- 20   3fold=210 (33%)   6786s      mean=0.521 LLR=+0.81 [CONTINUE]
 629 games  +190 =276 -163   +15 Elo +/- 20   3fold=211 (34%)   6795s      mean=0.521 LLR=+0.81 [CONTINUE]
 630 games  +191 =276 -163   +15 Elo +/- 20   3fold=211 (33%)   6811s      mean=0.522 LLR=+0.85 [CONTINUE]
 631 games  +191 =276 -164   +15 Elo +/- 20   3fold=211 (33%)   6819s      mean=0.521 LLR=+0.81 [CONTINUE]
 632 games  +192 =276 -164   +15 Elo +/- 20   3fold=211 (33%)   6826s      mean=0.522 LLR=+0.85 [CONTINUE]
 633 games  +192 =277 -164   +15 Elo +/- 20   3fold=212 (33%)   6840s      mean=0.522 LLR=+0.85 [CONTINUE]
 634 games  +192 =278 -164   +15 Elo +/- 20   3fold=213 (34%)   6850s      mean=0.522 LLR=+0.85 [CONTINUE]
 635 games  +192 =279 -164   +15 Elo +/- 20   3fold=214 (34%)   6853s      mean=0.522 LLR=+0.85 [CONTINUE]
 636 games  +192 =280 -164   +15 Elo +/- 20   3fold=215 (34%)   6874s      mean=0.522 LLR=+0.85 [CONTINUE]
 637 games  +193 =280 -164   +16 Elo +/- 20   3fold=215 (34%)   6881s      mean=0.523 LLR=+0.89 [CONTINUE]
 638 games  +194 =280 -164   +16 Elo +/- 20   3fold=215 (34%)   6885s      mean=0.524 LLR=+0.93 [CONTINUE]
 639 games  +194 =281 -164   +16 Elo +/- 20   3fold=215 (34%)   6908s      mean=0.523 LLR=+0.93 [CONTINUE]
 640 games  +195 =281 -164   +17 Elo +/- 20   3fold=215 (34%)   6911s      mean=0.524 LLR=+0.97 [CONTINUE]
 641 games  +195 =281 -165   +16 Elo +/- 20   3fold=215 (34%)   6916s      mean=0.523 LLR=+0.93 [CONTINUE]
 642 games  +196 =281 -165   +17 Elo +/- 20   3fold=215 (33%)   6938s      mean=0.524 LLR=+0.97 [CONTINUE]
 643 games  +196 =282 -165   +17 Elo +/- 20   3fold=216 (34%)   6944s      mean=0.524 LLR=+0.97 [CONTINUE]
 644 games  +197 =282 -165   +17 Elo +/- 20   3fold=216 (34%)   6948s      mean=0.525 LLR=+1.01 [CONTINUE]
 645 games  +198 =282 -165   +18 Elo +/- 20   3fold=216 (33%)   6972s      mean=0.526 LLR=+1.05 [CONTINUE]
 646 games  +198 =282 -166   +17 Elo +/- 20   3fold=216 (33%)   6979s      mean=0.525 LLR=+1.01 [CONTINUE]
 647 games  +198 =283 -166   +17 Elo +/- 20   3fold=217 (34%)   6983s      mean=0.525 LLR=+1.01 [CONTINUE]
 648 games  +198 =284 -166   +17 Elo +/- 20   3fold=218 (34%)   6998s      mean=0.525 LLR=+1.01 [CONTINUE]
 649 games  +198 =284 -167   +17 Elo +/- 20   3fold=218 (34%)   7012s      mean=0.524 LLR=+0.97 [CONTINUE]
 650 games  +198 =284 -168   +16 Elo +/- 20   3fold=218 (34%)   7014s      mean=0.523 LLR=+0.92 [CONTINUE]
 651 games  +198 =284 -169   +15 Elo +/- 20   3fold=218 (33%)   7030s      mean=0.522 LLR=+0.88 [CONTINUE]
 652 games  +198 =285 -169   +15 Elo +/- 20   3fold=219 (34%)   7043s      mean=0.522 LLR=+0.88 [CONTINUE]
 653 games  +198 =286 -169   +15 Elo +/- 20   3fold=219 (34%)   7053s      mean=0.522 LLR=+0.88 [CONTINUE]
 654 games  +198 =286 -170   +15 Elo +/- 20   3fold=219 (33%)   7057s      mean=0.521 LLR=+0.84 [CONTINUE]
 655 games  +198 =287 -170   +15 Elo +/- 20   3fold=220 (34%)   7084s      mean=0.521 LLR=+0.84 [CONTINUE]
 656 games  +198 =288 -170   +15 Elo +/- 20   3fold=220 (34%)   7084s      mean=0.521 LLR=+0.84 [CONTINUE]
 657 games  +198 =288 -171   +14 Elo +/- 20   3fold=220 (33%)   7086s      mean=0.521 LLR=+0.80 [CONTINUE]
 658 games  +198 =288 -172   +14 Elo +/- 20   3fold=220 (33%)   7113s      mean=0.520 LLR=+0.76 [CONTINUE]
 659 games  +199 =288 -172   +14 Elo +/- 20   3fold=220 (33%)   7114s      mean=0.520 LLR=+0.80 [CONTINUE]
 660 games  +199 =289 -172   +14 Elo +/- 20   3fold=221 (33%)   7126s      mean=0.520 LLR=+0.80 [CONTINUE]
 661 games  +199 =290 -172   +14 Elo +/- 20   3fold=222 (34%)   7142s      mean=0.520 LLR=+0.80 [CONTINUE]
 662 games  +199 =290 -173   +14 Elo +/- 20   3fold=222 (34%)   7143s      mean=0.520 LLR=+0.76 [CONTINUE]
 663 games  +199 =291 -173   +14 Elo +/- 20   3fold=222 (33%)   7158s      mean=0.520 LLR=+0.76 [CONTINUE]
 664 games  +200 =291 -173   +14 Elo +/- 20   3fold=222 (33%)   7173s      mean=0.520 LLR=+0.80 [CONTINUE]
 665 games  +200 =292 -173   +14 Elo +/- 20   3fold=222 (33%)   7176s      mean=0.520 LLR=+0.80 [CONTINUE]
 666 games  +201 =292 -173   +15 Elo +/- 20   3fold=222 (33%)   7187s      mean=0.521 LLR=+0.84 [CONTINUE]
 667 games  +202 =292 -173   +15 Elo +/- 20   3fold=222 (33%)   7203s      mean=0.522 LLR=+0.88 [CONTINUE]
 668 games  +203 =292 -173   +16 Elo +/- 20   3fold=222 (33%)   7208s      mean=0.522 LLR=+0.92 [CONTINUE]
 669 games  +203 =293 -173   +16 Elo +/- 20   3fold=223 (33%)   7216s      mean=0.522 LLR=+0.92 [CONTINUE]
 670 games  +203 =293 -174   +15 Elo +/- 20   3fold=223 (33%)   7234s      mean=0.522 LLR=+0.87 [CONTINUE]
 671 games  +204 =293 -174   +16 Elo +/- 20   3fold=223 (33%)   7241s      mean=0.522 LLR=+0.91 [CONTINUE]
 672 games  +205 =293 -174   +16 Elo +/- 20   3fold=223 (33%)   7243s      mean=0.523 LLR=+0.95 [CONTINUE]
 673 games  +205 =294 -174   +16 Elo +/- 20   3fold=224 (33%)   7265s      mean=0.523 LLR=+0.95 [CONTINUE]
 674 games  +205 =295 -174   +16 Elo +/- 20   3fold=225 (33%)   7269s      mean=0.523 LLR=+0.96 [CONTINUE]
 675 games  +205 =295 -175   +15 Elo +/- 20   3fold=225 (33%)   7275s      mean=0.522 LLR=+0.91 [CONTINUE]
 676 games  +205 =296 -175   +15 Elo +/- 20   3fold=226 (33%)   7290s      mean=0.522 LLR=+0.91 [CONTINUE]
 677 games  +205 =297 -175   +15 Elo +/- 20   3fold=227 (34%)   7297s      mean=0.522 LLR=+0.91 [CONTINUE]
 678 games  +205 =297 -176   +15 Elo +/- 20   3fold=227 (33%)   7305s      mean=0.521 LLR=+0.87 [CONTINUE]
 679 games  +205 =297 -177   +14 Elo +/- 20   3fold=227 (33%)   7322s      mean=0.521 LLR=+0.83 [CONTINUE]
 680 games  +206 =297 -177   +15 Elo +/- 20   3fold=227 (33%)   7333s      mean=0.521 LLR=+0.87 [CONTINUE]
 681 games  +206 =298 -177   +15 Elo +/- 20   3fold=228 (33%)   7343s      mean=0.521 LLR=+0.87 [CONTINUE]
 682 games  +206 =298 -178   +14 Elo +/- 20   3fold=228 (33%)   7363s      mean=0.521 LLR=+0.83 [CONTINUE]
 683 games  +206 =298 -179   +14 Elo +/- 20   3fold=228 (33%)   7364s      mean=0.520 LLR=+0.78 [CONTINUE]
 684 games  +206 =299 -179   +14 Elo +/- 20   3fold=229 (33%)   7373s      mean=0.520 LLR=+0.78 [CONTINUE]
 685 games  +207 =299 -179   +14 Elo +/- 20   3fold=229 (33%)   7395s      mean=0.520 LLR=+0.82 [CONTINUE]
 686 games  +207 =299 -180   +14 Elo +/- 20   3fold=229 (33%)   7401s      mean=0.520 LLR=+0.78 [CONTINUE]
 687 games  +208 =299 -180   +14 Elo +/- 20   3fold=229 (33%)   7403s      mean=0.520 LLR=+0.82 [CONTINUE]
 688 games  +209 =299 -180   +15 Elo +/- 20   3fold=229 (33%)   7427s      mean=0.521 LLR=+0.86 [CONTINUE]
 689 games  +209 =300 -180   +15 Elo +/- 20   3fold=230 (33%)   7427s      mean=0.521 LLR=+0.86 [CONTINUE]
 690 games  +209 =300 -181   +14 Elo +/- 20   3fold=230 (33%)   7435s      mean=0.520 LLR=+0.82 [CONTINUE]
 691 games  +209 =301 -181   +14 Elo +/- 19   3fold=231 (33%)   7448s      mean=0.520 LLR=+0.82 [CONTINUE]
 692 games  +209 =302 -181   +14 Elo +/- 19   3fold=232 (34%)   7455s      mean=0.520 LLR=+0.82 [CONTINUE]
 693 games  +209 =303 -181   +14 Elo +/- 19   3fold=233 (34%)   7471s      mean=0.520 LLR=+0.82 [CONTINUE]
 694 games  +210 =303 -181   +15 Elo +/- 19   3fold=233 (34%)   7482s      mean=0.521 LLR=+0.86 [CONTINUE]
 695 games  +210 =303 -182   +14 Elo +/- 19   3fold=233 (34%)   7485s      mean=0.520 LLR=+0.82 [CONTINUE]
 696 games  +210 =304 -182   +14 Elo +/- 19   3fold=234 (34%)   7510s      mean=0.520 LLR=+0.82 [CONTINUE]
 697 games  +210 =305 -182   +14 Elo +/- 19   3fold=235 (34%)   7516s      mean=0.520 LLR=+0.82 [CONTINUE]
 698 games  +210 =306 -182   +14 Elo +/- 19   3fold=236 (34%)   7527s      mean=0.520 LLR=+0.82 [CONTINUE]
 699 games  +210 =307 -182   +14 Elo +/- 19   3fold=237 (34%)   7535s      mean=0.520 LLR=+0.82 [CONTINUE]
 700 games  +211 =307 -182   +14 Elo +/- 19   3fold=237 (34%)   7549s      mean=0.521 LLR=+0.86 [CONTINUE]
 701 games  +211 =307 -183   +14 Elo +/- 19   3fold=237 (34%)   7560s      mean=0.520 LLR=+0.82 [CONTINUE]
 702 games  +212 =307 -183   +14 Elo +/- 19   3fold=237 (34%)   7566s      mean=0.521 LLR=+0.86 [CONTINUE]
 703 games  +213 =307 -183   +15 Elo +/- 19   3fold=237 (34%)   7586s      mean=0.521 LLR=+0.90 [CONTINUE]
 704 games  +213 =307 -184   +14 Elo +/- 19   3fold=237 (34%)   7590s      mean=0.521 LLR=+0.86 [CONTINUE]
 705 games  +214 =307 -184   +15 Elo +/- 19   3fold=237 (34%)   7596s      mean=0.521 LLR=+0.90 [CONTINUE]
 706 games  +214 =307 -185   +14 Elo +/- 19   3fold=237 (34%)   7616s      mean=0.521 LLR=+0.85 [CONTINUE]
 707 games  +214 =308 -185   +14 Elo +/- 19   3fold=238 (34%)   7620s      mean=0.521 LLR=+0.85 [CONTINUE]
 708 games  +214 =308 -186   +14 Elo +/- 19   3fold=238 (34%)   7624s      mean=0.520 LLR=+0.81 [CONTINUE]
 709 games  +215 =308 -186   +14 Elo +/- 19   3fold=238 (34%)   7648s      mean=0.520 LLR=+0.85 [CONTINUE]
 710 games  +215 =308 -187   +14 Elo +/- 19   3fold=238 (34%)   7650s      mean=0.520 LLR=+0.81 [CONTINUE]
 711 games  +215 =309 -187   +14 Elo +/- 19   3fold=238 (33%)   7658s      mean=0.520 LLR=+0.81 [CONTINUE]
 712 games  +215 =309 -188   +13 Elo +/- 19   3fold=238 (33%)   7679s      mean=0.519 LLR=+0.77 [CONTINUE]
 713 games  +215 =309 -189   +13 Elo +/- 19   3fold=238 (33%)   7684s      mean=0.518 LLR=+0.72 [CONTINUE]
 714 games  +215 =309 -190   +12 Elo +/- 19   3fold=238 (33%)   7689s      mean=0.518 LLR=+0.68 [CONTINUE]
 715 games  +215 =310 -190   +12 Elo +/- 19   3fold=239 (33%)   7703s      mean=0.517 LLR=+0.68 [CONTINUE]
 716 games  +215 =310 -191   +12 Elo +/- 19   3fold=239 (33%)   7713s      mean=0.517 LLR=+0.64 [CONTINUE]
 717 games  +215 =311 -191   +12 Elo +/- 19   3fold=240 (33%)   7722s      mean=0.517 LLR=+0.64 [CONTINUE]
 718 games  +215 =312 -191   +12 Elo +/- 19   3fold=241 (34%)   7728s      mean=0.517 LLR=+0.64 [CONTINUE]
 719 games  +216 =312 -191   +12 Elo +/- 19   3fold=241 (34%)   7745s      mean=0.517 LLR=+0.68 [CONTINUE]
 720 games  +216 =313 -191   +12 Elo +/- 19   3fold=241 (33%)   7760s      mean=0.517 LLR=+0.68 [CONTINUE]
 721 games  +216 =314 -191   +12 Elo +/- 19   3fold=242 (34%)   7768s      mean=0.517 LLR=+0.68 [CONTINUE]
 722 games  +217 =314 -191   +13 Elo +/- 19   3fold=242 (34%)   7776s      mean=0.518 LLR=+0.72 [CONTINUE]
 723 games  +217 =314 -192   +12 Elo +/- 19   3fold=242 (33%)   7793s      mean=0.517 LLR=+0.68 [CONTINUE]
 724 games  +218 =314 -192   +12 Elo +/- 19   3fold=242 (33%)   7800s      mean=0.518 LLR=+0.72 [CONTINUE]
 725 games  +219 =314 -192   +13 Elo +/- 19   3fold=242 (33%)   7807s      mean=0.519 LLR=+0.76 [CONTINUE]
 726 games  +220 =314 -192   +13 Elo +/- 19   3fold=242 (33%)   7818s      mean=0.519 LLR=+0.80 [CONTINUE]
 727 games  +221 =314 -192   +14 Elo +/- 19   3fold=242 (33%)   7836s      mean=0.520 LLR=+0.84 [CONTINUE]
 728 games  +221 =315 -192   +14 Elo +/- 19   3fold=242 (33%)   7839s      mean=0.520 LLR=+0.84 [CONTINUE]
 729 games  +221 =316 -192   +14 Elo +/- 19   3fold=243 (33%)   7846s      mean=0.520 LLR=+0.84 [CONTINUE]
 730 games  +221 =316 -193   +13 Elo +/- 19   3fold=243 (33%)   7869s      mean=0.519 LLR=+0.80 [CONTINUE]
 731 games  +222 =316 -193   +14 Elo +/- 19   3fold=243 (33%)   7872s      mean=0.520 LLR=+0.84 [CONTINUE]
 732 games  +222 =316 -194   +13 Elo +/- 19   3fold=243 (33%)   7876s      mean=0.519 LLR=+0.79 [CONTINUE]
 733 games  +222 =317 -194   +13 Elo +/- 19   3fold=243 (33%)   7904s      mean=0.519 LLR=+0.80 [CONTINUE]
 734 games  +222 =317 -195   +13 Elo +/- 19   3fold=243 (33%)   7905s      mean=0.518 LLR=+0.75 [CONTINUE]
 735 games  +222 =318 -195   +13 Elo +/- 19   3fold=244 (33%)   7906s      mean=0.518 LLR=+0.75 [CONTINUE]
 736 games  +222 =318 -196   +12 Elo +/- 19   3fold=244 (33%)   7935s      mean=0.518 LLR=+0.71 [CONTINUE]
 737 games  +222 =319 -196   +12 Elo +/- 19   3fold=245 (33%)   7935s      mean=0.518 LLR=+0.71 [CONTINUE]
 738 games  +223 =319 -196   +13 Elo +/- 19   3fold=245 (33%)   7936s      mean=0.518 LLR=+0.75 [CONTINUE]
 739 games  +223 =319 -197   +12 Elo +/- 19   3fold=245 (33%)   7964s      mean=0.518 LLR=+0.71 [CONTINUE]
 740 games  +223 =320 -197   +12 Elo +/- 19   3fold=246 (33%)   7968s      mean=0.518 LLR=+0.71 [CONTINUE]
 741 games  +224 =320 -197   +13 Elo +/- 19   3fold=246 (33%)   7969s      mean=0.518 LLR=+0.75 [CONTINUE]
 742 games  +224 =321 -197   +13 Elo +/- 19   3fold=247 (33%)   7990s      mean=0.518 LLR=+0.75 [CONTINUE]
 743 games  +225 =321 -197   +13 Elo +/- 19   3fold=247 (33%)   8001s      mean=0.519 LLR=+0.79 [CONTINUE]
 744 games  +225 =322 -197   +13 Elo +/- 19   3fold=248 (33%)   8003s      mean=0.519 LLR=+0.79 [CONTINUE]
 745 games  +225 =323 -197   +13 Elo +/- 19   3fold=249 (33%)   8017s      mean=0.519 LLR=+0.79 [CONTINUE]
 746 games  +225 =324 -197   +13 Elo +/- 19   3fold=250 (34%)   8033s      mean=0.519 LLR=+0.79 [CONTINUE]
 747 games  +225 =325 -197   +13 Elo +/- 19   3fold=251 (34%)   8034s      mean=0.519 LLR=+0.79 [CONTINUE]
 748 games  +226 =325 -197   +13 Elo +/- 19   3fold=251 (34%)   8053s      mean=0.519 LLR=+0.83 [CONTINUE]
 749 games  +227 =325 -197   +14 Elo +/- 19   3fold=251 (34%)   8067s      mean=0.520 LLR=+0.87 [CONTINUE]
 750 games  +227 =326 -197   +14 Elo +/- 19   3fold=252 (34%)   8068s      mean=0.520 LLR=+0.87 [CONTINUE]
 751 games  +227 =326 -198   +13 Elo +/- 19   3fold=252 (34%)   8083s      mean=0.519 LLR=+0.83 [CONTINUE]
 752 games  +227 =326 -199   +13 Elo +/- 19   3fold=252 (34%)   8097s      mean=0.519 LLR=+0.79 [CONTINUE]
 753 games  +227 =327 -199   +13 Elo +/- 19   3fold=252 (33%)   8100s      mean=0.519 LLR=+0.79 [CONTINUE]
 754 games  +227 =328 -199   +13 Elo +/- 19   3fold=253 (34%)   8110s      mean=0.519 LLR=+0.79 [CONTINUE]
 755 games  +227 =329 -199   +13 Elo +/- 19   3fold=254 (34%)   8126s      mean=0.519 LLR=+0.79 [CONTINUE]
 756 games  +227 =330 -199   +13 Elo +/- 19   3fold=255 (34%)   8130s      mean=0.519 LLR=+0.79 [CONTINUE]
 757 games  +227 =330 -200   +12 Elo +/- 19   3fold=255 (34%)   8137s      mean=0.518 LLR=+0.75 [CONTINUE]
 758 games  +227 =330 -201   +12 Elo +/- 19   3fold=255 (34%)   8161s      mean=0.517 LLR=+0.71 [CONTINUE]
 759 games  +227 =331 -201   +12 Elo +/- 19   3fold=255 (34%)   8162s      mean=0.517 LLR=+0.71 [CONTINUE]
 760 games  +227 =332 -201   +12 Elo +/- 19   3fold=255 (34%)   8176s      mean=0.517 LLR=+0.71 [CONTINUE]
 761 games  +228 =332 -201   +12 Elo +/- 19   3fold=255 (34%)   8191s      mean=0.518 LLR=+0.75 [CONTINUE]
 762 games  +228 =333 -201   +12 Elo +/- 19   3fold=256 (34%)   8192s      mean=0.518 LLR=+0.75 [CONTINUE]
 763 games  +228 =333 -202   +12 Elo +/- 19   3fold=256 (34%)   8213s      mean=0.517 LLR=+0.70 [CONTINUE]
 764 games  +228 =334 -202   +12 Elo +/- 19   3fold=257 (34%)   8222s      mean=0.517 LLR=+0.71 [CONTINUE]
 765 games  +228 =335 -202   +12 Elo +/- 18   3fold=258 (34%)   8224s      mean=0.517 LLR=+0.71 [CONTINUE]
 766 games  +228 =336 -202   +12 Elo +/- 18   3fold=259 (34%)   8245s      mean=0.517 LLR=+0.71 [CONTINUE]
 767 games  +229 =336 -202   +12 Elo +/- 18   3fold=259 (34%)   8253s      mean=0.518 LLR=+0.75 [CONTINUE]
 768 games  +229 =337 -202   +12 Elo +/- 18   3fold=259 (34%)   8260s      mean=0.518 LLR=+0.75 [CONTINUE]
 769 games  +229 =338 -202   +12 Elo +/- 18   3fold=260 (34%)   8275s      mean=0.518 LLR=+0.75 [CONTINUE]
 770 games  +230 =338 -202   +13 Elo +/- 18   3fold=260 (34%)   8288s      mean=0.518 LLR=+0.79 [CONTINUE]
 771 games  +230 =339 -202   +13 Elo +/- 18   3fold=261 (34%)   8296s      mean=0.518 LLR=+0.79 [CONTINUE]
 772 games  +231 =339 -202   +13 Elo +/- 18   3fold=261 (34%)   8307s      mean=0.519 LLR=+0.83 [CONTINUE]
 773 games  +231 =339 -203   +13 Elo +/- 18   3fold=261 (34%)   8320s      mean=0.518 LLR=+0.79 [CONTINUE]
 774 games  +232 =339 -203   +13 Elo +/- 18   3fold=261 (34%)   8329s      mean=0.519 LLR=+0.83 [CONTINUE]
 775 games  +232 =340 -203   +13 Elo +/- 18   3fold=262 (34%)   8333s      mean=0.519 LLR=+0.83 [CONTINUE]
 776 games  +232 =341 -203   +13 Elo +/- 18   3fold=263 (34%)   8344s      mean=0.519 LLR=+0.83 [CONTINUE]
 777 games  +233 =341 -203   +13 Elo +/- 18   3fold=263 (34%)   8359s      mean=0.519 LLR=+0.87 [CONTINUE]
 778 games  +234 =341 -203   +14 Elo +/- 18   3fold=263 (34%)   8365s      mean=0.520 LLR=+0.91 [CONTINUE]
 779 games  +234 =342 -203   +14 Elo +/- 18   3fold=264 (34%)   8371s      mean=0.520 LLR=+0.91 [CONTINUE]
 780 games  +234 =342 -204   +13 Elo +/- 18   3fold=264 (34%)   8391s      mean=0.519 LLR=+0.86 [CONTINUE]
 781 games  +234 =342 -205   +13 Elo +/- 18   3fold=264 (34%)   8396s      mean=0.519 LLR=+0.82 [CONTINUE]
 782 games  +235 =342 -205   +13 Elo +/- 18   3fold=264 (34%)   8405s      mean=0.519 LLR=+0.86 [CONTINUE]
 783 games  +236 =342 -205   +14 Elo +/- 18   3fold=264 (34%)   8422s      mean=0.520 LLR=+0.90 [CONTINUE]
 784 games  +237 =342 -205   +14 Elo +/- 18   3fold=264 (34%)   8426s      mean=0.520 LLR=+0.94 [CONTINUE]
 785 games  +237 =342 -206   +14 Elo +/- 18   3fold=264 (34%)   8437s      mean=0.520 LLR=+0.90 [CONTINUE]
 786 games  +237 =343 -206   +14 Elo +/- 18   3fold=265 (34%)   8455s      mean=0.520 LLR=+0.90 [CONTINUE]
 787 games  +237 =344 -206   +14 Elo +/- 18   3fold=266 (34%)   8457s      mean=0.520 LLR=+0.90 [CONTINUE]
 788 games  +237 =345 -206   +14 Elo +/- 18   3fold=266 (34%)   8485s      mean=0.520 LLR=+0.90 [CONTINUE]
 789 games  +237 =346 -206   +14 Elo +/- 18   3fold=266 (34%)   8490s      mean=0.520 LLR=+0.90 [CONTINUE]
 790 games  +237 =346 -207   +13 Elo +/- 18   3fold=266 (34%)   8492s      mean=0.519 LLR=+0.86 [CONTINUE]
 791 games  +238 =346 -207   +14 Elo +/- 18   3fold=266 (34%)   8517s      mean=0.520 LLR=+0.90 [CONTINUE]
 792 games  +238 =347 -207   +14 Elo +/- 18   3fold=267 (34%)   8518s      mean=0.520 LLR=+0.90 [CONTINUE]
 793 games  +238 =348 -207   +14 Elo +/- 18   3fold=268 (34%)   8524s      mean=0.520 LLR=+0.90 [CONTINUE]
 794 games  +238 =349 -207   +14 Elo +/- 18   3fold=269 (34%)   8552s      mean=0.520 LLR=+0.90 [CONTINUE]
 795 games  +238 =349 -208   +13 Elo +/- 18   3fold=269 (34%)   8553s      mean=0.519 LLR=+0.86 [CONTINUE]
 796 games  +239 =349 -208   +14 Elo +/- 18   3fold=269 (34%)   8563s      mean=0.519 LLR=+0.90 [CONTINUE]
 797 games  +239 =350 -208   +14 Elo +/- 18   3fold=270 (34%)   8585s      mean=0.519 LLR=+0.90 [CONTINUE]
 798 games  +240 =350 -208   +14 Elo +/- 18   3fold=270 (34%)   8592s      mean=0.520 LLR=+0.94 [CONTINUE]
 799 games  +241 =350 -208   +14 Elo +/- 18   3fold=270 (34%)   8593s      mean=0.521 LLR=+0.98 [CONTINUE]
 800 games  +242 =350 -208   +15 Elo +/- 18   3fold=270 (34%)   8614s      mean=0.521 LLR=+1.02 [CONTINUE]
 801 games  +242 =351 -208   +15 Elo +/- 18   3fold=271 (34%)   8617s      mean=0.521 LLR=+1.02 [CONTINUE]
 802 games  +242 =352 -208   +15 Elo +/- 18   3fold=271 (34%)   8625s      mean=0.521 LLR=+1.02 [CONTINUE]
 803 games  +243 =352 -208   +15 Elo +/- 18   3fold=271 (34%)   8646s      mean=0.522 LLR=+1.06 [CONTINUE]
 804 games  +244 =352 -208   +16 Elo +/- 18   3fold=271 (34%)   8647s      mean=0.522 LLR=+1.10 [CONTINUE]
 805 games  +245 =352 -208   +16 Elo +/- 18   3fold=271 (34%)   8655s      mean=0.523 LLR=+1.14 [CONTINUE]
 806 games  +245 =353 -208   +16 Elo +/- 18   3fold=272 (34%)   8680s      mean=0.523 LLR=+1.14 [CONTINUE]
 807 games  +245 =354 -208   +16 Elo +/- 18   3fold=272 (34%)   8683s      mean=0.523 LLR=+1.14 [CONTINUE]
 808 games  +245 =355 -208   +16 Elo +/- 18   3fold=272 (34%)   8687s      mean=0.523 LLR=+1.14 [CONTINUE]
 809 games  +245 =355 -209   +15 Elo +/- 18   3fold=272 (34%)   8711s      mean=0.522 LLR=+1.10 [CONTINUE]
 810 games  +245 =355 -210   +15 Elo +/- 18   3fold=272 (34%)   8711s      mean=0.522 LLR=+1.06 [CONTINUE]
 811 games  +245 =355 -211   +15 Elo +/- 18   3fold=272 (34%)   8718s      mean=0.521 LLR=+1.01 [CONTINUE]
 812 games  +245 =355 -212   +14 Elo +/- 18   3fold=272 (33%)   8746s      mean=0.520 LLR=+0.97 [CONTINUE]
 813 games  +245 =356 -212   +14 Elo +/- 18   3fold=272 (33%)   8747s      mean=0.520 LLR=+0.97 [CONTINUE]
 814 games  +245 =357 -212   +14 Elo +/- 18   3fold=273 (34%)   8754s      mean=0.520 LLR=+0.97 [CONTINUE]
 815 games  +245 =358 -212   +14 Elo +/- 18   3fold=274 (34%)   8773s      mean=0.520 LLR=+0.97 [CONTINUE]
 816 games  +245 =359 -212   +14 Elo +/- 18   3fold=275 (34%)   8779s      mean=0.520 LLR=+0.97 [CONTINUE]
 817 games  +245 =359 -213   +14 Elo +/- 18   3fold=275 (34%)   8782s      mean=0.520 LLR=+0.93 [CONTINUE]
 818 games  +245 =359 -214   +13 Elo +/- 18   3fold=275 (34%)   8803s      mean=0.519 LLR=+0.89 [CONTINUE]
 819 games  +246 =359 -214   +14 Elo +/- 18   3fold=275 (34%)   8810s      mean=0.520 LLR=+0.93 [CONTINUE]
 820 games  +246 =359 -215   +13 Elo +/- 18   3fold=275 (34%)   8811s      mean=0.519 LLR=+0.89 [CONTINUE]
 821 games  +246 =360 -215   +13 Elo +/- 18   3fold=275 (33%)   8838s      mean=0.519 LLR=+0.89 [CONTINUE]
 822 games  +247 =360 -215   +14 Elo +/- 18   3fold=275 (33%)   8839s      mean=0.519 LLR=+0.93 [CONTINUE]
 823 games  +247 =360 -216   +13 Elo +/- 18   3fold=275 (33%)   8846s      mean=0.519 LLR=+0.88 [CONTINUE]
 824 games  +247 =361 -216   +13 Elo +/- 18   3fold=276 (33%)   8874s      mean=0.519 LLR=+0.88 [CONTINUE]
 825 games  +247 =362 -216   +13 Elo +/- 18   3fold=276 (33%)   8880s      mean=0.519 LLR=+0.88 [CONTINUE]
 826 games  +248 =362 -216   +13 Elo +/- 18   3fold=276 (33%)   8884s      mean=0.519 LLR=+0.92 [CONTINUE]
 827 games  +248 =363 -216   +13 Elo +/- 18   3fold=277 (33%)   8896s      mean=0.519 LLR=+0.92 [CONTINUE]
 828 games  +248 =363 -217   +13 Elo +/- 18   3fold=277 (33%)   8907s      mean=0.519 LLR=+0.88 [CONTINUE]
 829 games  +249 =363 -217   +13 Elo +/- 18   3fold=277 (33%)   8920s      mean=0.519 LLR=+0.92 [CONTINUE]
 830 games  +249 =364 -217   +13 Elo +/- 18   3fold=277 (33%)   8935s      mean=0.519 LLR=+0.92 [CONTINUE]
 831 games  +250 =364 -217   +14 Elo +/- 18   3fold=277 (33%)   8947s      mean=0.520 LLR=+0.96 [CONTINUE]
 832 games  +250 =365 -217   +14 Elo +/- 18   3fold=278 (33%)   8948s      mean=0.520 LLR=+0.96 [CONTINUE]
 833 games  +251 =365 -217   +14 Elo +/- 18   3fold=278 (33%)   8969s      mean=0.520 LLR=+1.00 [CONTINUE]
 834 games  +252 =365 -217   +15 Elo +/- 18   3fold=278 (33%)   8973s      mean=0.521 LLR=+1.04 [CONTINUE]
 835 games  +252 =365 -218   +14 Elo +/- 18   3fold=278 (33%)   8985s      mean=0.520 LLR=+1.00 [CONTINUE]
 836 games  +252 =365 -219   +14 Elo +/- 18   3fold=278 (33%)   8998s      mean=0.520 LLR=+0.96 [CONTINUE]
